template_id,display_name,category,category_mask,category_depth,sellable_status,baseline_price,max_buy_price,liquidity_tier,enabled,source,confidence,notes
D_T5_Vehicle_MediumOrniChoamHealthChassis2_Schematic,Medium Thopter Health Chassis Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_MediumOrniChoamHeatEfficientPSU2_Schematic,Medium Thopter Vented PSU Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_MediumOrniChoamHeavyDartCannon2_Schematic,Medium Thopter Heavy Dart Cannon Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_MediumOrniChoamShield2_Schematic,Medium Thopter Shield Module Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_MediumOrniChoamSpeedEngine2_Schematic,Medium Thopter Speed Engine Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_SandbikeChoamExplorationTreads3_Schematic,Sandbike Exploration Treads 3 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_SandbikeChoamFuelEfficientEngine3_Schematic,Sandbike Fuel Efficient Engine 3 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_SandbikeChoamFuelEfficientPSU3_Schematic,Sandbike Fuel Efficient PSU 3 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_TankChoamCockpit_Schematic,Tank Cockpit Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_TankChoamFlamethrower_Schematic,Tank Flamethrower Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_TankChoamHeavyDartCannon_Schematic,Tank Heavy Dart Cannon Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_TankChoamLightDartRepeater_Schematic,Tank Light Dart Repeater Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_TankChoamTurretMainHull_Schematic,Tank Turret Hull Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_TransportOrniChoamShield1_Schematic,Transport Thopter Shield Module Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_TransportOrniChoamTail_Schematic,Transport Thopter Tail Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_Vehicle_TransportOrniChoamThruster1_Schematic,Transport Thopter Thruster Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_WeaponMod_AtreLMGMagCharger1_Schematic,Atreides LMG Firing Charger Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_WeaponMod_AtreLMGMagQuickLoader1_Schematic,Atreides LMG Quick Loader Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_WeaponMod_AutoMode_Schematic,Maula Pistol Full Auto Converter Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_WeaponMod_BurstMode_Schematic,JABAL Spitdart Burst Modifier Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_WeaponMod_ChoamMaulaMagQuickloader1_Schematic,Maula Pistol Quick Loader Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_WeaponMod_HarkARMagQuickLoader2_Schematic,Karpov-38 Quick Loader Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_WeaponMod_HarkHeavyPistolMagQuickLoader1_Schematic,Rafiq Snubnose Quick Loader Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_WeaponMod_ScattergunMagQuickLoader1_Schematic,GRDA 44 Quick Loader Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T5_WeaponMod_SmugDMRMagQuickLoader2_Schematic,JABAL Spitdart Quick Loader Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6ArmorPlating-Schematic,Plasteel Composite Armor Plating Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6AssaultComponent,Advanced Gun Parts,resources/components,16973824,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6BalisticWeave-Schematic,Ballistic Weave Fabric Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6BladePart-Schematic,Plasteel Composite Blade Parts Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6CarbidePladeParts-Schematic,Carbide blade parts Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6DiamodineBladeParts-Schematic,Diamodine blade parts Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6FilteredFabric-Schematic,Atmospheric Filtered Fabric Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6GunPart-Schematic,Plasteel Composite Gun Parts Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6HeavyCalliberCompressor-Schematic,Fluted Heavy caliber compressor Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6HeavyComponent,Advanced Armor Plating,resources/components,16973824,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6HoltzmanActuator-Schematic,Improved Holtzman Actuator Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6HydraulicPiston-Schematic,Tri-Forged Hydraulic Piston Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6IndustrialPump-Schematic,Fluid Efficient Industrial Pump Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6LightCalliberCompressor-Schematic,Fluted Light Caliber compressor Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6Machinery-Schematic,Advanced Machinery Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6PowerRegulator-Schematic,Overclocked Power Regulator Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6RangeFinder-Schematic,Precision Range Finder Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6RayAmplifier-Schematic,Thermo-Responsive Ray Amplifier Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6RusherComponent,Advanced Blade Parts,weapons/melee,67174400,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_T6Watertube-Schematic,Improved Watertube Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TEST_Phase3_CraftItem_Schematic,TEST Phase3 Item Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankBoost_0,Scrap Tank Turbo Boost,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankBoost_7,Tank Turbo Boost 7,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankChassis_0,Scrap Tank Chassis,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankChassis_7,Tank Chassis 7,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankChoamShield,Tank Shield,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankDart_0,Scrap Tank Dart Gun,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankDart_7,Tank Dart Gun 7,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankEngine_0,Scrap Tank Engine,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankEngine_7,Tank Engine 7,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankFire_0,Scrap Tank Flamethrower,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankFire_7,Tank Flamethrower 7,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankGenerator_0,Scrap Tank Power Supply Unit,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankGenerator_7,Tank Power Supply Unit 7,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankHullFront_0,Scrap Tank Cockpit,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankHullFront_7,Tank Cockpit 7,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankHull_0,Scrap Tank Hull,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankHull_7,Tank Hull 7,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankInventory_0,Scrap Tank Inventory,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankInventory_7,Tank Inventory 7,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankLocomotion_0,Scrap Tank Tread,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankLocomotion_7,Tank Tread 7,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankPowerUnitSchematic,Tank PSU Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TankSetSchematic,Tank Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TestContract,Test Contract,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_TransportOrnithopterChoamShield,Transport Ornithopter Shield,vehicles/ornithopter,100794368,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Turret,Heavy Turret,unknown,0,0,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Choam_ThopterSuit04_Boots,Thopter G-Suit Boots,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Choam_ThopterSuit04_Bottom,Thopter G-Suit Pants,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Choam_ThopterSuit04_Gloves,Thopter G-Suit Gloves,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Choam_ThopterSuit04_Helmet,Thopter G-Suit Helmet,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Choam_ThopterSuit04_Top,Thopter G-Suit Jacket,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_MinerDenim01_Boots,Miner Boots,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_MinerDenim01_Bottom,Miner Pants,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_MinerDenim01_Gloves,Miner Gloves,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_MinerDenim01_Helmet,Miner Hard Hat,unknown,0,0,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_MinerDenim01_Top,Miner Jacket,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_PaddedRags01_Boots,Padded Rags Shoes,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_PaddedRags01_Bottom,Padded Rags Breeches,unknown,0,0,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_PaddedRags01_Gloves,Padded Rags Gloves,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_PaddedRags01_Helmet,Padded Rags Hood,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_PaddedRags01_Top,Padded Rags Robe,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_RusticCraftsman03_Boots,Rustic Craftsman Boots,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_RusticCraftsman03_Bottom,Rustic Craftsman Pants,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_RusticCraftsman03_Gloves,Rustic Craftsman Smithgloves,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_RusticCraftsman03_Helmet,Rustic Craftsman Mask,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_Utility_Neut_RusticCraftsman03_Top,Rustic Craftsman Apron,armor/combat,83951616,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_VehicleShieldAbility,D_VehicleShieldAbility,tools/utility,50462720,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WaterStorageSet_Patent,Water Storage Set Patent,building/patents,134348800,2,known,2500,2000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeaponMod_BattleRifle_PoisonBarrel_Schematic,Karpov-38 Poison Coater Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeaponMod_BattleRifle_SemiAuto_Schematic,Karpov-38 Semi-Auto Coverter Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeaponMod_HeavyPistol_BurstMode_Schematic,Rafiq Snubnose Burst Modifier Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeaponMod_HeavyPistol_Sights_Schematic,Rafiq Snubnose 1.5x Sight Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeaponMod_Rifle_ExplosiveBarrel_Schematic,Rifle - Explosive Barrel Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeaponMod_Rifle_Sights_Schematic,JABAL Spitdart 1.5x Sight Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeaponMod_SMG_BurstMode_Schematic,Savoy & Mirt M11 Burst Modifier Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeaponMod_SMG_PoisonBarrel_Schematic,Savoy & Mirt M11 Poison Coater Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeaponMod_ScatterGun_ExplosiveBarrel_Schematic,Scatter Gun - Explosive Barrel Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeaponMod_ScatterGun_FullAuto_Schematic,GRDA 44 Full Auto Converter Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeaponMod_ScatterGun_Sights_Schematic,GRDA 44 Combat Sight Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeldingMaterial2,Iron Welding Wire,resources/components,16973824,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeldingMaterial4,Aluminum Welding Wire,resources/components,16973824,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WeldingMaterialSchematic,Welding Wire Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_WoHCaptainClearenceCard,Captain's Clearance Card,unknown,0,0,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_bcvvk,Harkonnen Spice Shipping Ledger,resources/raw,16842752,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_nh66q,Water Production Records,unknown,0,0,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_rq8um,Semuta Notes,unknown,0,0,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_ufphz,Foreman's Dew Reaper,resources/raw,16842752,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_w6dn1,Elacca Ash,unknown,0,0,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_ytdqg,Tradepost Delivery,unknown,0,0,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Decajon,Decaliterjon,tools/utility,50462720,2,known,20000,16000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
DewReaper_03,Dew Reaper Mk4,tools/utility,50462720,2,known,9600,7680,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
DewReaper_1h_Tier6,Dew Reaper Mk6,tools/utility,50462720,2,known,54000,43200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
DewReaper_1h_Unique_Compact_04,Collapsible Dew Reaper Mk4,tools/utility,50462720,2,known,52000,41600,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
DewReaper_1h_Unique_Compact_04_Schematic,Collapsible Dew Reaper Mk4 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
DewReaper_1h_Unique_Compact_05,Collapsible Dew Reaper Mk5,tools/utility,50462720,2,known,78000,62400,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
DewReaper_1h_Unique_Compact_05_Schematic,Collapsible Dew Reaper Mk5 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
DewReaper_1h_Unique_Compact_06,Collapsible Dew Reaper Mk6,tools/utility,50462720,2,known,140000,112000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
DewReaper_1h_Unique_Compact_06_Schematic,Collapsible Dew Reaper Mk6 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
DewReaper_2h_Tier6,Dew Scythe Mk6,tools/utility,50462720,2,known,66000,52800,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
DewReaper_2h_Unique_YieldIncrease_05,Focused Reaper Mk5,tools/utility,50462720,2,known,95000,76000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
DewReaper_2h_Unique_YieldIncrease_05_Schematic,Focused Reaper Mk5 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
DewReaper_2h_Unique_YieldIncrease_06,Omni Focused Dew Scythe,tools/utility,50462720,2,known,160000,128000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
DewReaper_2h_Unique_YieldIncrease_06_Schematic,Omni Focused Dew Scythe Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
DewReaper_Prototype,Dew Reaper Mk2,tools/utility,50462720,2,known,2900,2320,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
DewReaper_Scythe,Industrial Dew Scythe Mk4,tools/utility,50462720,2,known,18000,14400,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
DewReaper_Unique_01,Buoyant Reaper Mk2,tools/utility,50462720,2,known,15000,12000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
DewReaper_Unique_02,Buoyant Reaper Mk3,tools/utility,50462720,2,known,31000,24800,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
DewReaper_Unique_02_Schematic,Buoyant Reaper Mk3 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
DewReaper_Unique_03,Buoyant Reaper Mk4,tools/utility,50462720,2,known,52000,41600,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
DewReaper_Unique_03_Schematic,Buoyant Reaper Mk4 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
DewReaper_Unique_04,Buoyant Reaper Mk5,tools/utility,50462720,2,known,92000,73600,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
DewReaper_Unique_04_Schematic,Buoyant Reaper Mk5 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
DewReaper_Unique_05,Buoyant Reaper Mk6,tools/utility,50462720,2,known,140000,112000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
DewReaper_Unique_05_Schematic,Buoyant Reaper Mk6 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
