template_id,display_name,category,category_mask,category_depth,sellable_status,baseline_price,max_buy_price,price_floor,price_ceiling,liquidity_tier,enabled,source,confidence,notes
D_w6dn1,Elacca Ash,unknown,0,0,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
D_ytdqg,Tradepost Delivery,unknown,0,0,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Decajon,Decajon,consumables/medical,33619968,2,validated,100,80,100,100,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=2
DewReaper_03,Dew Reaper Mk4,tools/utility,50462720,2,validated,9600,7680,9600,9600,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
DewReaper_1h_Tier6,Dew Reaper Mk6,tools/utility,50462720,2,validated,54000,43200,54000,54000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
DewReaper_1h_Unique_Compact_04,Collapsible Dew Reaper Mk4,tools/utility,50462720,2,validated,52000,41600,52000,52000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
DewReaper_1h_Unique_Compact_04_Schematic,Collapsible Dew Reaper Mk4 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
DewReaper_1h_Unique_Compact_05,Collapsible Dew Reaper Mk5,tools/utility,50462720,2,validated,78000,62400,78000,78000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
DewReaper_1h_Unique_Compact_05_Schematic,Collapsible Dew Reaper Mk5 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
DewReaper_1h_Unique_Compact_06,Collapsible Dew Reaper Mk6,tools/utility,50462720,2,validated,140000,112000,140000,140000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
DewReaper_1h_Unique_Compact_06_Schematic,DewReaper_1h_Unique_Compact_06_Schematic,schematics/weapons,117506048,2,validated,2500,2000,2500,2500,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
DewReaper_2h_Tier6,Dew Scythe Mk6,tools/utility,50462720,2,validated,66000,52800,66000,66000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
DewReaper_2h_Unique_YieldIncrease_05,Focused Reaper Mk5,tools/utility,50462720,2,validated,95000,76000,95000,95000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
DewReaper_2h_Unique_YieldIncrease_05_Schematic,Focused Reaper Mk5 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
DewReaper_2h_Unique_YieldIncrease_06,Omni Focused Dew Scythe,tools/utility,50462720,2,validated,160000,128000,160000,160000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
DewReaper_2h_Unique_YieldIncrease_06_Schematic,DewReaper_2h_Unique_YieldIncrease_06_Schematic,schematics/weapons,117506048,2,validated,2500,2000,2500,2500,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
DewReaper_Prototype,Dew Reaper Mk2,tools/utility,50462720,2,validated,2900,2320,2900,2900,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
DewReaper_Scythe,Industrial Dew Scythe Mk4,tools/utility,50462720,2,validated,18000,14400,18000,18000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
DewReaper_Unique_01,Buoyant Reaper Mk2,tools/utility,50462720,2,validated,15000,12000,15000,15000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
DewReaper_Unique_02,Buoyant Reaper Mk3,tools/utility,50462720,2,validated,31000,24800,31000,31000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
DewReaper_Unique_02_Schematic,Buoyant Reaper Mk3 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
DewReaper_Unique_03,Buoyant Reaper Mk4,tools/utility,50462720,2,validated,52000,41600,52000,52000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
DewReaper_Unique_03_Schematic,Buoyant Reaper Mk4 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
DewReaper_Unique_04,Buoyant Reaper Mk5,tools/utility,50462720,2,validated,92000,73600,92000,92000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
DewReaper_Unique_04_Schematic,DewReaper_Unique_04_Schematic,schematics/weapons,117506048,2,validated,2500,2000,2500,2500,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
DewReaper_Unique_05,Buoyant Reaper Mk6,tools/utility,50462720,2,validated,140000,112000,140000,140000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
DewReaper_Unique_05_Schematic,Buoyant Reaper Mk6 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
DewReaper_Unique_Story,Water Shipper's Dew Reaper,tools/utility,50462720,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Dirk,Artisan Dirk,weapons/melee,67174400,2,validated,3900,3120,3900,3900,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Dirk_0,Dirk_0,weapons/melee,67174400,2,validated,500,400,500,500,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
Dirk_1,Adept Dirk,weapons/melee,67174400,2,validated,12000,9600,12000,12000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Dirk_3,Regis Dirk,weapons/melee,67174400,2,validated,19000,15200,19000,19000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
DolomiteRock,Carbon Ore,resources/raw,16842752,2,validated,20,16,20,20,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
DuraluminumRod,Duraluminum Ingot,resources/refined,16908288,2,validated,375,300,375,375,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Emperor_Paintings_Set_Patent,Shaddam IV Portraits,building/patents,134348800,2,validated,2500,2000,2500,2500,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
ErythriteCrystal,Erythrite Crystal,resources/raw,16842752,2,validated,15,12,15,15,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Flamethrower1Schematic,Scorchbolt Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Flamethrower_Prototype,Scorchbolt,weapons/ranged,67239936,2,validated,86000,68800,86000,86000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Flamethrower_Prototype_2,Glasser,weapons/ranged,67239936,2,validated,150000,120000,150000,150000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
FlourSand,Flour Sand,resources/refined,16908288,2,validated,10,8,10,10,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
FremenComponent1,FremenComponent1,resources/components,16973824,2,validated,350,280,350,350,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=11
FremenComponent2,FremenComponent2,resources/components,16973824,2,validated,350,280,350,350,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=11
FuelCanister,FuelCanister,resources/refined,16908288,2,validated,150,120,150,150,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=3
FuelCanister_Large,FuelCanister_Large,resources/refined,16908288,2,validated,150,120,150,150,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=3
FuelCanister_Medium,FuelCanister_Medium,resources/refined,16908288,2,validated,150,120,150,150,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=5
FullStabilizationBelt,Responsive Planar Suspensor Belt,tools/utility,50462720,2,validated,32000,25600,32000,32000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
FullStabilizationBelt_Unique_DmgReduction,Sentinel Belt,tools/utility,50462720,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
FullStabilizationBelt_Unique_DmgReduction_Schematic,Sentinel Belt Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
FullSuspensorBelt,Full Suspensor Belt,tools/utility,50462720,2,validated,16000,12800,16000,16000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Ghola_NPC_Knife_01,Ghola Scrap Knife 1,weapons/melee,67174400,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Ghola_NPC_Knife_02,Ghola Scrap Knife 2,weapons/melee,67174400,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Ghola_NPC_Knife_03,Ghola Scrap Knife 3,weapons/melee,67174400,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
GlidePartialStabilizationBelt,GlidePartialStabilizationBelt,tools/utility,50462720,2,validated,450,360,450,450,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=2
GlidePartialStabilizationBelt_02,The Emperor's Wings Mk2,tools/utility,50462720,2,validated,20000,16000,20000,20000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
GlidePartialStabilizationBelt_02_Schematic,The Emperor's Wings Mk2 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
GlidePartialStabilizationBelt_03,The Emperor's Wings Mk3,tools/utility,50462720,2,validated,38000,30400,38000,38000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
GlidePartialStabilizationBelt_03_Schematic,The Emperor's Wings Mk3 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
GlidePartialStabilizationBelt_04,The Emperor's Wings Mk4,tools/utility,50462720,2,validated,64000,51200,64000,64000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
GlidePartialStabilizationBelt_04_Schematic,The Emperor's Wings Mk4 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
GlidePartialStabilizationBelt_05,The Emperor's Wings Mk5,tools/utility,50462720,2,validated,97000,77600,97000,97000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
GlidePartialStabilizationBelt_05_Schematic,The Emperor's Wings Mk5 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
GlidePartialStabilizationBelt_06,The Emperor's Wings Mk6,tools/utility,50462720,2,validated,160000,128000,160000,160000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
GlidePartialStabilizationBelt_06_Schematic,The Emperor's Wings Mk6 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
GreatHouseComponent1,GreatHouseComponent1,resources/components,16973824,2,validated,350,280,350,350,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=3
GreatHouseComponent2,GreatHouseComponent2,resources/components,16973824,2,validated,350,280,350,350,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=4
HandHeldTorch,Glowtube,unknown,0,0,validated,65,52,65,65,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
HarkAr2,HarkAr2,weapons/ranged,67239936,2,validated,650,520,650,650,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
HarkAr3,Standard Karpov 38,weapons/ranged,67239936,2,validated,3300,2640,3300,3300,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
HarkAr4,Artisan Karpov 38,weapons/ranged,67239936,2,validated,6000,4800,6000,6000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
HarkAr5,House Karpov 38,weapons/ranged,67239936,2,validated,19000,15200,19000,19000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
HarkAr6,Adept Karpov 38,weapons/ranged,67239936,2,validated,33000,26400,33000,33000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
HarkAr7,Regis Karpov 38,weapons/ranged,67239936,2,validated,52000,41600,52000,52000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
HarkHeavyPistol2,Artisan Rafiq Snubnose,weapons/ranged,67239936,2,validated,6200,4960,6200,6200,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
HarkHeavyPistol3,House Rafiq Snubnose,weapons/ranged,67239936,2,validated,17000,13600,17000,17000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
HarkHeavyPistol4,Adept Rafiq Snubnose,weapons/ranged,67239936,2,validated,29000,23200,29000,29000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
HarkHeavyPistol5,Regis Rafiq Snubnose,weapons/ranged,67239936,2,validated,44000,35200,44000,44000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Hark_BasicLighting_Patent,Harkonnen Basic Lights Set,building/patents,134348800,2,validated,5000,4000,5000,5000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Hark_BedroomSet_Patent,Harkonnen Bedroom Furniture Set,building/patents,134348800,2,validated,15000,12000,15000,15000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Hark_DiningRoomSet_Patent,Harkonnen Dining Room Furniture Set,building/patents,134348800,2,validated,15000,12000,15000,15000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Hark_OfficeSet_Patent,Harkonnen Office Furniture Set,building/patents,134348800,2,validated,10000,8000,10000,10000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
HarkonnenSet,Harkonnen Stronghold,consumables/medical,33619968,2,validated,80000,64000,80000,80000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
HarkonnenSpyList,List of Harkonnen Spies,contracts,151060480,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
HealthPack_Channeled,Healkit,consumables/medical,33619968,2,validated,20,16,20,20,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
HealthPack_Channeled_2,Healkit Mk2,consumables/medical,33619968,2,validated,350,280,350,350,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
HealthPack_Channeled_3,Healkit Mk4,consumables/medical,33619968,2,validated,2200,1760,2200,2200,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
HealthPack_Channeled_4,Healkit Mk6,consumables/medical,33619968,2,validated,4100,3280,4100,4100,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
HeavyAmmo,Heavy Darts,weapons/ranged,67239936,2,validated,3,2,3,3,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
HeavyPistol_Unique_Bleed_03,Artisan Disruptor Pistol,weapons/ranged,67239936,2,validated,24000,19200,24000,24000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
HeavyPistol_Unique_Bleed_03_Schematic,Artisan Disruptor Pistol Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
HeavyPistol_Unique_Bleed_04,House Disruptor Pistol,weapons/ranged,67239936,2,validated,52000,41600,52000,52000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
HeavyPistol_Unique_Bleed_04_Schematic,House Disruptor Pistol Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
HeavyPistol_Unique_Bleed_05,Adept Disruptor Pistol,weapons/ranged,67239936,2,validated,79000,63200,79000,79000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
HeavyPistol_Unique_Bleed_05_Schematic,Adept Disruptor Pistol Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
HeavyPistol_Unique_Bleed_06,Regis Disruptor Pistol,weapons/ranged,67239936,2,validated,110000,88000,110000,110000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
HeavyPistol_Unique_Bleed_06_Schematic,Regis Disruptor Pistol Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
HeavyPistol_Unique_Headshot_05,Cope,weapons/ranged,67239936,2,validated,79000,63200,79000,79000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
HeavyPistol_Unique_Headshot_05_Schematic,Cope Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
HeavyPistol_Unique_Headshot_06,Seethe,weapons/ranged,67239936,2,validated,110000,88000,110000,110000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
HeavyPistol_Unique_Headshot_06_Schematic,Seethe Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
HighCapacityLiterjon,HighCapacityLiterjon,consumables/medical,33619968,2,validated,100,80,100,100,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
HighCapacityLiterjon_02,Hajra Literjon Mk2,tools/utility,50462720,2,validated,17000,13600,17000,17000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
HighCapacityLiterjon_02_Schematic,Hajra Literjon Mk2 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
HighCapacityLiterjon_03,Hajra Literjon Mk3,tools/utility,50462720,2,validated,35000,28000,35000,35000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
HighCapacityLiterjon_03_Schematic,Hajra Literjon Mk3 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
HighCapacityLiterjon_04,Hajra Literjon Mk4,tools/utility,50462720,2,validated,68000,54400,68000,68000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
HighCapacityLiterjon_04_Schematic,Hajra Literjon Mk4 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
HighCapacityLiterjon_05,Hajra Literjon Mk5,tools/utility,50462720,2,validated,110000,88000,110000,110000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
HighCapacityLiterjon_05_Schematic,HighCapacityLiterjon_05_Schematic,schematics/weapons,117506048,2,validated,2500,2000,2500,2500,medium,true,local-bootstrap,moderate,heuristic category and price; disabled until real price validation; observed_count=2; reviewed seed set for DASH artificial Exchange populator
HighCapacityLiterjon_06,Hajra Literjon Mk6,tools/utility,50462720,2,validated,180000,144000,180000,180000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
HighCapacityLiterjon_06_Schematic,Hajra Literjon Mk6 Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
HoltzmanShieldActiveDrain,HoltzmanShieldActiveDrain,tools/utility,50462720,2,validated,450,360,450,450,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
HoltzmanShieldActiveDrain2,Holtzman Shield Mk3,tools/utility,50462720,2,validated,13000,10400,13000,13000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
HoltzmanShieldActiveDrain3,HoltzmanShieldActiveDrain3,tools/utility,50462720,2,validated,450,360,450,450,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
HoltzmanShieldActiveDrain_Story_Paranoid,Paranoid Holtzman Shield,tools/utility,50462720,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
HoltzmanShieldActiveDrain_Unique_01,Adaptive Holtzman Shield,tools/utility,50462720,2,validated,220000,176000,220000,220000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
HoltzmanShieldActiveDrain_Unique_01_Schematic,Adaptive Holtzman Shield Schematic,schematics/weapons,117506048,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Hook_01,The Glutton's Hook,weapons/melee,67174400,2,validated,55000,44000,55000,55000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Hook_NPC_01,NPC Glutton's Hook,weapons/melee,67174400,2,validated,55000,44000,55000,55000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
InfantryRocketAmmo,Missile,weapons/ranged,67239936,2,validated,5200,4160,5200,5200,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
IronBar,IronBar,resources/refined,16908288,2,validated,150,120,150,150,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
JasmiumCrystal,Jasmium Crystal,resources/raw,16842752,2,validated,60,48,60,60,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
JourneyChaumasPoison,Chaumas Poison,contracts,151060480,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
JourneyChaumurkyPoison,Chaumurky Poison,contracts,151060480,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
JourneyShieldDissembler,Shield Dissembler,contracts,151060480,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
JourneyShigawireGarrote,Shigawire Garrote,contracts,151060480,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
JourneySubLeaderKey,Sub-Leader Key,contracts,151060480,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Kindjal,Kindjal,weapons/melee,67174400,2,validated,1500,1200,1500,1500,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
Kindjal_0,Standard Kindjal,weapons/melee,67174400,2,validated,2700,2160,2700,2700,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
Kindjal_1,Artisan Kindjal,weapons/melee,67174400,2,validated,3900,3120,3900,3900,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Kindjal_2,House Kindjal,weapons/melee,67174400,2,validated,7900,6320,7900,7900,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
